,sugar_world,sugar_world_past_ma10
0,0.0666,
1,0.0679,0.0666
2,0.0683,0.06725
3,0.0681,0.06760000000000001
4,0.0683,0.06772500000000001
5,0.0666,0.06784
6,0.0728,0.06763333333333334
7,0.0741,0.06837142857142857
8,0.0725,0.0690875
9,0.0538,0.06946666666666666
10,0.052,0.0679
11,0.0635,0.06644
12,0.0646,0.066
13,0.0626,0.06563
14,0.0626,0.06508
15,0.0668,0.06451
16,0.0703,0.06453
17,0.0655,0.06428
18,0.0609,0.06342
19,0.0536,0.06226
20,0.0542,0.06224
21,0.0527,0.06246
22,0.0509,0.061380000000000004
23,0.0487,0.06001000000000001
24,0.0465,0.058620000000000005
25,0.0498,0.05700999999999999
26,0.0558,0.055310000000000005
27,0.0571,0.05386
28,0.0553,0.05302
29,0.0562,0.05245999999999999
30,0.0621,0.05272
31,0.0646,0.05351
32,0.0626,0.054700000000000006
33,0.0666,0.055869999999999996
34,0.0754,0.05766
35,0.0882,0.06055000000000001
36,0.1157,0.06438999999999999
37,0.1305,0.07038
38,0.1431,0.07772
39,0.1647,0.08650000000000001
40,0.2191,0.09735
41,0.2154,0.11305000000000001
42,0.1975,0.12813000000000002
43,0.1413,0.14162000000000002
44,0.1607,0.14909
45,0.2304,0.15762
46,0.2542,0.17184000000000002
47,0.2262,0.18569
48,0.231,0.19526000000000002
49,0.1991,0.20405
50,0.1612,0.20749
51,0.1711,0.2017
52,0.1545,0.19727
53,0.1155,0.19297
54,0.1034,0.19039
55,0.0933,0.18466
56,0.0783,0.17095
57,0.0769,0.15336
58,0.0725,0.13843
59,0.0591,0.12258
60,0.0513,0.10858000000000001
61,0.0476,0.09759
62,0.0534,0.08524
63,0.0512,0.07513
64,0.0496,0.06870000000000001
65,0.0412,0.06332
66,0.0408,0.05811000000000001
67,0.0377,0.05436
68,0.039,0.05044
69,0.0428,0.04709
70,0.0377,0.04546
71,0.0383,0.04409999999999999
72,0.0531,0.04317
73,0.0489,0.04314
74,0.0472,0.04291
75,0.0452,0.04267
76,0.045,0.04307
77,0.037,0.043489999999999994
78,0.0379,0.04342
79,0.0359,0.04331
80,0.0329,0.04262
81,0.0337,0.04214
82,0.0311,0.041679999999999995
83,0.0298,0.03948
84,0.0287,0.03757
85,0.037,0.03572
86,0.0346,0.0349
87,0.0452,0.03386
88,0.056,0.03468
89,0.0547,0.03649
90,0.037,0.03837
91,0.0362,0.03878
92,0.037,0.03903
93,0.0428,0.03962
94,0.0485,0.04092
95,0.047,0.0429
96,0.0467,0.0439
97,0.0461,0.04511
98,0.0417,0.0452
99,0.0388,0.043769999999999996
100,0.0414,0.04218
101,0.0384,0.04262
102,0.0359,0.04284
103,0.0337,0.042730000000000004
104,0.0304,0.04182
105,0.039,0.040010000000000004
106,0.0509,0.03921
107,0.0602,0.03963
108,0.0635,0.04104
109,0.0688,0.04322
110,0.0774,0.04622
111,0.0805,0.049819999999999996
112,0.0805,0.05403
113,0.0803,0.05849
114,0.0765,0.06315000000000001
115,0.065,0.06776
116,0.0604,0.07036
117,0.065,0.07131
118,0.067,0.07178999999999999
119,0.0622,0.07214000000000001
120,0.0791,0.07148000000000002
121,0.069,0.07165
122,0.0745,0.07050000000000001
123,0.0787,0.0699
124,0.0805,0.06974
125,0.0842,0.07014000000000001
126,0.0842,0.07206
127,0.0841,0.07444
128,0.0853,0.07635
129,0.0866,0.07818
130,0.0901,0.08062
131,0.0906,0.08172
132,0.104,0.08388
133,0.1063,0.08682999999999999
134,0.1034,0.08958999999999999
135,0.1005,0.09187999999999999
136,0.0961,0.09351000000000001
137,0.0915,0.09469999999999999
138,0.092,0.09544
139,0.0937,0.09611
140,0.0879,0.09682
141,0.0928,0.09659999999999999
142,0.0935,0.09681999999999999
143,0.1275,0.09577
144,0.1741,0.09789
145,0.181,0.10496000000000001
146,0.185,0.11300999999999999
147,0.156,0.12189999999999998
148,0.1462,0.12835000000000002
149,0.1395,0.13377
150,0.1225,0.13835
151,0.1378,0.14181
152,0.1558,0.14631
153,0.1633,0.15254
154,0.1604,0.15612
155,0.2017,0.15475
156,0.2072,0.15682000000000001
157,0.1979,0.15904000000000001
158,0.1933,0.16323000000000001
159,0.1982,0.16794
160,0.2001,0.17381
161,0.2067,0.18156999999999998
162,0.2098,0.18846000000000002
163,0.1977,0.19385999999999998
164,0.1977,0.19729999999999998
165,0.2096,0.20103
166,0.2235,0.20181999999999997
167,0.2612,0.20345
168,0.3342,0.20978
169,0.465,0.22386999999999996
170,0.4652,0.25055
171,0.4762,0.27706
172,0.521,0.30401
173,0.5183,0.33513000000000004
174,0.5518,0.36719
175,0.6753,0.40259999999999996
176,0.7529,0.44916999999999996
177,0.8708,0.5021100000000001
178,1.2377,0.56307
179,0.9894,0.65342
180,0.8445,0.70586
181,0.7491,0.74379
182,0.582,0.77108
183,0.528,0.77718
184,0.3909,0.77815
185,0.3009,0.7620600000000001
186,0.368,0.72462
187,0.4102,0.68613
188,0.3417,0.6400699999999999
189,0.3101,0.55047
190,0.2969,0.48254
191,0.2908,0.42778
192,0.3091,0.38194999999999996
193,0.2976,0.35466
194,0.3261,0.33161999999999997
195,0.3097,0.32514000000000004
196,0.3206,0.32602000000000003
197,0.2864,0.32127999999999995
198,0.2912,0.3089
199,0.2209,0.30385
200,0.1792,0.29493
201,0.177,0.28315999999999997
202,0.1737,0.27178
203,0.1664,0.25824
204,0.1839,0.24512
205,0.1894,0.23089999999999997
206,0.198,0.21886999999999998
207,0.2213,0.20661000000000002
208,0.1986,0.20010000000000003
209,0.1735,0.19084
210,0.1629,0.1861
211,0.1678,0.18446999999999997
212,0.1612,0.18355000000000002
213,0.1563,0.18230000000000002
214,0.1559,0.18129
215,0.1784,0.17848999999999998
216,0.1933,0.17739
217,0.187,0.17692000000000002
218,0.1706,0.17349
219,0.1673,0.17068999999999998
220,0.1616,0.17007
221,0.1594,0.16994
222,0.1418,0.16909999999999997
223,0.1561,0.16716
224,0.1801,0.16714
225,0.1975,0.16956
226,0.1766,0.17147
227,0.1764,0.1698
228,0.1669,0.16874
229,0.1814,0.16837
230,0.1865,0.16978
231,0.1724,0.17227
232,0.1731,0.17357
233,0.1795,0.1767
234,0.1878,0.17904
235,0.1956,0.17981
236,0.2182,0.17962
237,0.262,0.18378
238,0.303,0.19234
239,0.329,0.20595
240,0.381,0.22071000000000002
241,0.5,0.24016
242,0.433,0.27291999999999994
243,0.468,0.29891
244,0.6816,0.32776
245,0.679,0.37714
246,0.609,0.42548
247,0.7028,0.46456
248,0.7649,0.50864
249,0.894,0.55483
250,0.833,0.61133
251,0.633,0.6565300000000001
252,0.616,0.66983
253,0.532,0.68813
254,0.4966,0.69453
255,0.3931,0.67603
256,0.3305,0.64744
257,0.361,0.61959
258,0.3602,0.58541
259,0.33,0.54494
260,0.2568,0.48854
261,0.2655,0.43091999999999997
262,0.2622,0.39417
263,0.2851,0.35879
264,0.2862,0.3341
265,0.2884,0.31306
266,0.2484,0.30259
267,0.2103,0.29438
268,0.1792,0.27931
269,0.151,0.26121000000000005
270,0.1726,0.24331
271,0.149,0.23489
272,0.13,0.22324000000000002
273,0.1302,0.21002
274,0.1433,0.19453
275,0.1391,0.18024
276,0.1327,0.16531
277,0.1417,0.15374000000000002
278,0.1367,0.14687999999999998
279,0.1479,0.14262999999999998
280,0.2036,0.14232
281,0.2368,0.14542000000000002
282,0.2321,0.1542
283,0.2328,0.16441
284,0.2079,0.17467000000000002
285,0.2147,0.18113
286,0.1836,0.18869
287,0.1702,0.19378
288,0.1536,0.19663000000000003
289,0.1462,0.19832
290,0.1415,0.19815
291,0.1325,0.19194
292,0.1241,0.18151
293,0.1217,0.17071
294,0.1001,0.1596
295,0.089,0.14882
296,0.0904,0.13625
297,0.1025,0.12693000000000002
298,0.0961,0.12016
299,0.0783,0.11440999999999998
300,0.0796,0.10762000000000001
301,0.0816,0.10142999999999999
302,0.0844,0.09634
303,0.0754,0.09237
304,0.0622,0.08774000000000001
305,0.0613,0.08395
306,0.0708,0.08118
307,0.0968,0.07922
308,0.1129,0.07865
309,0.1105,0.08032999999999998
310,0.1208,0.08355
311,0.1173,0.08767
312,0.1067,0.09124
313,0.1235,0.09347
314,0.1533,0.09828
315,0.1837,0.10739000000000001
316,0.1691,0.11962999999999999
317,0.1401,0.12946
318,0.1224,0.13379
319,0.1228,0.13474
320,0.1032,0.13596999999999998
321,0.1188,0.13421
322,0.131,0.13435999999999998
323,0.1259,0.13679
324,0.1431,0.13702999999999999
325,0.1626,0.13601000000000002
326,0.1665,0.1339
327,0.1472,0.13364
328,0.1484,0.13435000000000002
329,0.142,0.13695
330,0.1345,0.13887
331,0.1238,0.142
332,0.1283,0.14250000000000002
333,0.1466,0.14223
334,0.1616,0.14429999999999998
335,0.1829,0.14615
336,0.2131,0.14818
337,0.1858,0.15284
338,0.1878,0.1567
339,0.1883,0.16064
340,0.1962,0.16526999999999997
341,0.233,0.17143999999999998
342,0.3092,0.18236
343,0.2457,0.20045000000000002
344,0.224,0.21036000000000002
345,0.2266,0.2166
346,0.239,0.22097000000000003
347,0.2473,0.22355999999999998
348,0.2127,0.22971
349,0.2324,0.23219999999999996
350,0.2544,0.23661
351,0.2681,0.24243
352,0.2641,0.24594
353,0.2787,0.24142999999999998
354,0.309,0.24473000000000003
355,0.3086,0.25322999999999996
356,0.3115,0.26143
357,0.3184,0.26868000000000003
358,0.3312,0.27579000000000004
359,0.2956,0.28764
360,0.313,0.29396
361,0.3229,0.29982000000000003
362,0.3386,0.3053
363,0.336,0.31275
364,0.3225,0.31848
365,0.286,0.31983
366,0.2643,0.31757
367,0.241,0.31284999999999996
368,0.243,0.30511
369,0.2164,0.29629
370,0.2217,0.28837
371,0.2147,0.27924
372,0.1941,0.26842
373,0.1876,0.25397000000000003
374,0.2015,0.23912999999999998
375,0.1875,0.22703
376,0.1671,0.21718
377,0.2028,0.20746000000000003
378,0.2273,0.20364
379,0.2086,0.20207000000000003
380,0.2048,0.20129000000000002
381,0.2011,0.1996
382,0.1903,0.19824
383,0.1984,0.19786
384,0.1833,0.19894
385,0.1728,0.19712000000000002
386,0.1812,0.19565000000000002
387,0.2086,0.19706
388,0.2114,0.19763999999999998
389,0.2284,0.19605
390,0.2273,0.19802999999999998
391,0.2162,0.20028
392,0.2053,0.20179
393,0.192,0.20328999999999997
394,0.1889,0.20265
395,0.1797,0.20320999999999997
396,0.1817,0.20390000000000003
397,0.1887,0.20395
398,0.2341,0.20196
399,0.2458,0.20423
400,0.2608,0.20597
401,0.2291,0.20932
402,0.2134,0.21061000000000002
403,0.2059,0.21142
404,0.2103,0.21281
405,0.2269,0.21494999999999997
406,0.2231,0.21966999999999998
407,0.2319,0.22380999999999998
408,0.2271,0.22813
409,0.2385,0.22743000000000002
410,0.2586,0.22669999999999998
411,0.2427,0.22648000000000001
412,0.2553,0.22784
413,0.2657,0.23203000000000001
414,0.2596,0.23800999999999997
415,0.2668,0.24294000000000002
416,0.2777,0.24693
417,0.2811,0.25239
418,0.3073,0.25731000000000004
419,0.3234,0.26532999999999995
420,0.3254,0.27382
421,0.3177,0.28049999999999997
422,0.3217,0.288
423,0.302,0.29464
424,0.2981,0.29827000000000004
425,0.3091,0.30212
426,0.2996,0.30635
427,0.2862,0.30854
428,0.2577,0.30904999999999994
429,0.2604,0.30409
430,0.2641,0.29779
431,0.2714,0.29166
432,0.2762,0.28703
433,0.2824,0.28247999999999995
434,0.2846,0.28052
435,0.2641,0.27917000000000003
436,0.2511,0.27467
437,0.2683,0.26982
438,0.2824,0.26803
439,0.2727,0.2705
440,0.2628,0.27173
441,0.2452,0.2716
442,0.2363,0.26898
443,0.2368,0.26499
444,0.2357,0.26043
445,0.2383,0.25554
446,0.2449,0.25295999999999996
447,0.2491,0.25234
448,0.2447,0.25042
449,0.252,0.24664999999999998
450,0.2474,0.24457999999999996
451,0.2579,0.24304
452,0.2498,0.24430999999999997
453,0.2509,0.24566
454,0.2648,0.24707000000000004
455,0.2723,0.24998
456,0.254,0.25338
457,0.2363,0.25429
458,0.2169,0.25301
459,0.2134,0.25023
460,0.2035,0.24637000000000003
461,0.1786,0.24198
462,0.1901,0.23405
463,0.1882,0.22808
464,0.1594,0.22180999999999998
465,0.1645,0.21126999999999999
466,0.1777,0.20049
467,0.1781,0.19285999999999998
468,0.1788,0.18704
469,0.1504,0.18322999999999998
470,0.1329,0.17693
471,0.1195,0.16987000000000002
472,0.1263,0.16396
473,0.1332,0.15758
474,0.1186,0.15208
475,0.1263,0.148
476,0.147,0.14418
477,0.1488,0.14111
478,0.1435,0.13818
479,0.1318,0.13465
480,0.1241,0.13279
481,0.1173,0.13191
482,0.1127,0.13169
483,0.1325,0.13033
484,0.1526,0.13026
485,0.1845,0.13365999999999997
486,0.2125,0.13948
487,0.2302,0.14603
488,0.2211,0.15417
489,0.237,0.16193
490,0.2189,0.17245000000000002
491,0.2209,0.18192999999999998
492,0.2275,0.19229000000000002
493,0.2176,0.20377
494,0.2044,0.21227999999999997
495,0.1939,0.21746
496,0.2113,0.2184
497,0.1993,0.21827999999999997
498,0.1938,0.21519
499,0.1788,0.21246
500,0.1662,0.20664
501,0.1497,0.20137
502,0.1695,0.19424999999999998
503,0.1727,0.18844999999999998
